ranking_date,rank,name,title,country,rating,games,birth_year
27-10-08,72,Smirin_Ilia,g,ISR,2649,27,1968
27-10-08,73,Zhang_Zhong,g,SIN,2649,20,1978
27-10-08,74,Savchenko_Boris,g,RUS,2648,43,1986
27-10-08,75,Khenkin_Igor,g,GER,2647,20,1968
27-10-08,76,Bareev_Evgeny,g,RUS,2647,15,1966
27-10-08,77,Tregubov_PavelV.,g,RUS,2646,12,1971
27-10-08,78,Zvjaginsev_Vadim,g,RUS,2646,11,1976
27-10-08,79,Tomashevsky_Evgeny,g,RUS,2646,0,1987
27-10-08,80,Berkes_Ferenc,g,HUN,2645,27,1985
27-10-08,81,Georgiev_Kiril,g,BUL,2645,23,1965
27-10-08,82,Onischuk_Alexander,g,USA,2644,30,1975
27-10-08,83,Sadvakasov_Darmen,g,KAZ,2643,16,1979
27-10-08,84,Sargissian_Gabriel,g,ARM,2642,12,1983
27-10-08,85,Short_NigelD,g,ENG,2642,11,1965
27-10-08,86,Sakaev_Konstantin,g,RUS,2640,11,1974
27-10-08,87,Caruana_Fabiano,g,ITA,2640,10,1992
27-10-08,88,Kazhgaleyev_Murtas,g,KAZ,2640,9,1973
27-10-08,89,Nyback_Tomi,g,FIN,2639,20,1985
27-10-08,90,Vitiugov_Nikita,g,RUS,2638,21,1987
27-10-08,91,Graf_Alexander,g,GER,2636,32,1962
27-10-08,92,Zhang_Pengxiang,g,CHN,2636,4,1980
27-10-08,93,Vescovi_Giovanni,g,BRA,2635,9,1978
27-10-08,94,Amonatov_Farrukh,g,TJK,2634,29,1978
27-10-08,95,Gurevich_Mikhail,g,TUR,2634,19,1959
27-10-08,96,Gustafsson_Jan,g,GER,2634,12,1979
27-10-08,97,Seirawan_Yasser,g,USA,2634,0,1960
27-10-08,98,Malakhatko_Vadim,g,BEL,2633,69,1977
27-10-08,99,Navara_David,g,CZE,2633,22,1985
27-10-08,100,Istratescu_Andrei,g,ROU,2633,9,1975
27-01-09,1,Topalov_Veselin,g,BUL,2796,8,1975
27-01-09,2,Anand_Viswanathan,g,IND,2791,11,1969
27-01-09,3,Ivanchuk_Vassily,g,UKR,2779,19,1969
27-01-09,4,Carlsen_Magnus,g,NOR,2776,17,1990
27-01-09,5,Morozevich_Alexander,g,RUS,2771,20,1977
27-01-09,6,Radjabov_Teimour,g,AZE,2761,27,1987
27-01-09,7,Jakovenko_Dmitry,g,RUS,2760,40,1983
27-01-09,8,Kramnik_Vladimir,g,RUS,2759,20,1975
27-01-09,9,Leko_Peter,g,HUN,2751,23,1979
27-01-09,10,Movsesian_Sergei,g,SVK,2751,16,1978
27-01-09,11,Aronian_Levon,g,ARM,2750,16,1982
27-01-09,12,Shirov_Alexei,g,ESP,2745,19,1972
27-01-09,13,Wang_Yue,g,CHN,2739,28,1987
27-01-09,14,Grischuk_Alexander,g,RUS,2733,28,1983
27-01-09,15,Gelfand_Boris,g,ISR,2733,17,1968
27-01-09,16,Ponomariov_Ruslan,g,UKR,2726,9,1983
27-01-09,17,Kamsky_Gata,g,USA,2725,16,1974
27-01-09,18,Mamedyarov_Shakhriyar,g,AZE,2724,29,1985
27-01-09,19,Gashimov_Vugar,g,AZE,2723,28,1986
27-01-09,20,Svidler_Peter,g,RUS,2723,27,1976
27-01-09,21,Bacrot_Etienne,g,FRA,2722,40,1983
27-01-09,22,Alekseev_Evgeny,g,RUS,2718,33,1985
27-01-09,23,DominguezPerez_Leinier,g,CUB,2717,10,1983
27-01-09,24,Adams_Michael,g,ENG,2712,29,1971
27-01-09,25,Sasikiran_Krishnan,g,IND,2711,24,1981
27-01-09,26,Ni_Hua,g,CHN,2709,15,1983
27-01-09,27,Karjakin_Sergey,g,UKR,2706,17,1990
27-01-09,28,VallejoPons_Francisco,g,ESP,2702,34,1982
27-01-09,29,Bu_Xiangzhi,g,CHN,2702,9,1985
27-01-09,30,Rublevsky_Sergei,g,RUS,2702,0,1974
27-01-09,31,Akopian_Vladimir,g,ARM,2700,33,1971
27-01-09,32,Nakamura_Hikaru,g,USA,2699,19,1987
27-01-09,33,Vachier-Lagrave_Maxime,g,FRA,2696,28,1990
27-01-09,34,Eljanov_Pavel,g,UKR,2693,29,1983
27-01-09,35,Naiditsch_Arkadij,g,GER,2693,17,1985
27-01-09,36,Polgar_Judit,g,HUN,2693,8,1976
27-01-09,37,Malakhov_Vladimir,g,RUS,2692,18,1980
27-01-09,38,Wang_Hao,g,CHN,2691,7,1989
27-01-09,39,Dreev_Alexey,g,RUS,2688,24,1969
27-01-09,40,Efimenko_Zahar,g,UKR,2688,15,1985
27-01-09,41,Vitiugov_Nikita,g,RUS,2687,28,1987
27-01-09,42,Kasimdzhanov_Rustam,g,UZB,2687,22,1979
27-01-09,43,Bologan_Viktor,g,MDA,2687,15,1971
27-01-09,44,Tiviakov_Sergei,g,NED,2685,10,1973
27-01-09,45,Almasi_Zoltan,g,HUN,2681,27,1976
27-01-09,46,Cheparinov_Ivan,g,BUL,2679,31,1986
27-01-09,47,Sargissian_Gabriel,g,ARM,2677,20,1983
27-01-09,48,Moiseenko_Alexander,g,UKR,2676,9,1980
27-01-09,49,Motylev_Alexander,g,RUS,2676,6,1979
27-01-09,50,Nisipeanu_Liviu-Dieter,g,ROU,2675,25,1976
27-01-09,51,Harikrishna_P.,g,IND,2673,26,1986
27-01-09,52,Areshchenko_Alexander,g,UKR,2673,5,1986
27-01-09,53,Timofeev_Artyom,g,RUS,2671,26,1985
27-01-09,54,Volokitin_Andrei,g,UKR,2671,21,1986
27-01-09,55,Jobava_Baadur,g,GEO,2669,24,1983
27-01-09,56,Najer_Evgeniy,g,RUS,2669,18,1977
27-01-09,57,Milov_Vadim,g,SUI,2669,10,1972
27-01-09,58,Miroshnichenko_Evgenij,g,UKR,2667,23,1978
27-01-09,59,Fressinet_Laurent,g,FRA,2666,8,1981
27-01-09,60,Tomashevsky_Evgeny,g,RUS,2664,19,1987
27-01-09,61,Short_NigelD,g,ENG,2663,31,1965
27-01-09,62,Guseinov_Gadir,g,AZE,2661,17,1986
27-01-09,63,Nielsen_PeterHeine,g,DEN,2660,10,1973
27-01-09,64,Sutovsky_Emil,g,ISR,2660,7,1977
27-01-09,65,Onischuk_Alexander,g,USA,2659,25,1975
27-01-09,66,Sokolov_Ivan,g,NED,2657,17,1968
27-01-09,67,Tkachiev_Vladislav,g,FRA,2657,8,1973
27-01-09,68,Inarkiev_Ernesto,g,RUS,2656,30,1985
27-01-09,69,Zhang_Zhong,g,SIN,2656,9,1978
27-01-09,70,Grachev_Boris,g,RUS,2655,14,1986
27-01-09,71,Savchenko_Boris,g,RUS,2654,19,1986
27-01-09,72,Postny_Evgeny,g,ISR,2652,28,1981
27-01-09,73,Berkes_Ferenc,g,HUN,2651,9,1985
27-01-09,74,Predojevic_Borki,g,BIH,2650,36,1987
27-01-09,75,Fridman_Daniel,g,GER,2650,30,1976
27-01-09,76,Rodshtein_Maxim,g,ISR,2650,25,1989
27-01-09,77,Bocharov_Dmitry,g,RUS,2647,36,1982
27-01-09,78,Amonatov_Farrukh,g,TJK,2647,26,1978
27-01-09,79,Roiz_Michael,g,ISR,2647,24,1983
27-01-09,80,Smirin_Ilia,g,ISR,2647,14,1968
27-01-09,81,Delchev_Aleksander,g,BUL,2647,9,1971
27-01-09,82,Tregubov_PavelV.,g,RUS,2647,9,1971
27-01-09,83,Beliavsky_AlexanderG,g,SLO,2646,35,1953
27-01-09,84,Caruana_Fabiano,g,ITA,2646,22,1992
27-01-09,85,Avrukh_Boris,g,ISR,2645,23,1978
27-01-09,86,Bareev_Evgeny,g,RUS,2645,4,1966
27-01-09,87,Nyback_Tomi,g,FIN,2644,15,1985
27-01-09,88,Khenkin_Igor,g,GER,2644,10,1968
27-01-09,89,Graf_Alexander,g,GER,2644,9,1962
27-01-09,90,Karpov_Anatoly,g,RUS,2644,8,1951
27-01-09,91,Zhang_Pengxiang,g,CHN,2644,7,1980
27-01-09,92,Lastin_Alexander,g,RUS,2643,13,1976
27-01-09,93,Shulman_Yuri,g,USA,2639,20,1975
27-01-09,94,Mamedov_Rauf,g,AZE,2638,16,1988
27-01-09,95,Navara_David,g,CZE,2638,10,1985
27-01-09,96,Aleksandrov_Aleksej,g,BLR,2636,29,1973
27-01-09,97,Zvjaginsev_Vadim,g,RUS,2636,11,1976
27-01-09,98,Vescovi_Giovanni,g,BRA,2635,0,1978
27-01-09,99,Georgiev_Kiril,g,BUL,2634,28,1965
27-01-09,100,Riazantsev_Alexander,g,RUS,2634,19,1985
27-01-09,101,Gustafsson_Jan,g,GER,2634,8,1979
27-01-09,102,Kobalia_Mikhail,g,RUS,2634,7,1978
27-04-09,1,Topalov_Veselin,g,BUL,2812,17,1975
27-04-09,2,Anand_Viswanathan,g,IND,2783,14,1969
27-04-09,3,Carlsen_Magnus,g,NOR,2770,27,1990
27-04-09,4,Kramnik_Vladimir,g,RUS,2759,0,1975
27-04-09,5,Radjabov_Teimour,g,AZE,2756,27,1987
27-04-09,6,Aronian_Levon,g,ARM,2754,37,1982
27-04-09,7,Jakovenko_Dmitry,g,RUS,2753,5,1983
27-04-09,8,Morozevich_Alexander,g,RUS,2751,13,1977
27-04-09,9,Leko_Peter,g,HUN,2751,0,1979
27-04-09,10,Grischuk_Alexander,g,RUS,2748,14,1983
27-04-09,11,Movsesian_Sergei,g,SVK,2747,23,1978
27-04-09,12,Ivanchuk_Vassily,g,UKR,2746,37,1969
27-04-09,13,Shirov_Alexei,g,ESP,2745,0,1972
27-04-09,14,Wang_Yue,g,CHN,2738,38,1987
27-04-09,15,Gelfand_Boris,g,ISR,2733,0,1968
27-04-09,16,Gashimov_Vugar,g,AZE,2730,10,1986
27-04-09,17,Bacrot_Etienne,g,FRA,2728,9,1983
27-04-09,18,Svidler_Peter,g,RUS,2726,25,1976
27-04-09,19,Ponomariov_Ruslan,g,UKR,2726,0,1983
27-04-09,20,Mamedyarov_Shakhriyar,g,AZE,2725,6,1985
27-04-09,21,Ni_Hua,g,CHN,2724,16,1983
27-04-09,22,DominguezPerez_Leinier,g,CUB,2721,27,1983
27-04-09,23,Karjakin_Sergey,g,UKR,2721,19,1990
27-04-09,24,Kamsky_Gata,g,USA,2720,20,1974
27-04-09,25,Alekseev_Evgeny,g,RUS,2716,5,1985
27-04-09,26,Malakhov_Vladimir,g,RUS,2709,26,1980
27-04-09,27,Bu_Xiangzhi,g,CHN,2704,18,1985
27-04-09,28,Adams_Michael,g,ENG,2703,13,1971
27-04-09,29,Rublevsky_Sergei,g,RUS,2702,0,1974
27-04-09,30,Nakamura_Hikaru,g,USA,2701,10,1987
27-04-09,31,Naiditsch_Arkadij,g,GER,2700,21,1985
27-04-09,32,Tiviakov_Sergei,g,NED,2697,38,1973
27-04-09,33,Wang_Hao,g,CHN,2696,29,1989
27-04-09,34,Akopian_Vladimir,g,ARM,2696,11,1971
27-04-09,35,Kasimdzhanov_Rustam,g,UZB,2695,14,1979
27-04-09,36,Eljanov_Pavel,g,UKR,2693,0,1983
27-04-09,37,Polgar_Judit,g,HUN,2693,0,1976
27-04-09,38,Moiseenko_Alexander,g,UKR,2690,15,1980
27-04-09,39,Bologan_Viktor,g,MDA,2690,11,1971
27-04-09,40,VallejoPons_Francisco,g,ESP,2688,31,1982
27-04-09,41,Vitiugov_Nikita,g,RUS,2688,20,1987
27-04-09,42,Jobava_Baadur,g,GEO,2687,16,1983
27-04-09,43,Harikrishna_P.,g,IND,2686,30,1986
27-04-09,44,Almasi_Zoltan,g,HUN,2685,9,1976
27-04-09,45,Onischuk_Alexander,g,USA,2684,28,1975
27-04-09,46,Tomashevsky_Evgeny,g,RUS,2684,24,1987
27-04-09,47,Vachier-Lagrave_Maxime,g,FRA,2684,10,1990
27-04-09,48,Sasikiran_Krishnan,g,IND,2682,20,1981
27-04-09,49,Efimenko_Zahar,g,UKR,2682,19,1985
27-04-09,50,Miroshnichenko_Evgenij,g,UKR,2680,17,1978
27-04-09,51,Cheparinov_Ivan,g,BUL,2678,11,1986
27-04-09,52,Motylev_Alexander,g,RUS,2677,29,1979
27-04-09,53,Timofeev_Artyom,g,RUS,2677,20,1985
27-04-09,54,Inarkiev_Ernesto,g,RUS,2676,27,1985
27-04-09,55,Nisipeanu_Liviu-Dieter,g,ROU,2675,11,1976
27-04-09,56,Short_NigelD,g,ENG,2674,13,1965
27-04-09,57,Volokitin_Andrei,g,UKR,2671,23,1986
27-04-09,58,Sokolov_Ivan,g,NED,2669,23,1968
27-04-09,59,Najer_Evgeniy,g,RUS,2669,0,1977
27-04-09,60,Dreev_Alexey,g,RUS,2668,38,1969
27-04-09,61,Nielsen_PeterHeine,g,DEN,2668,3,1973
27-04-09,62,Fressinet_Laurent,g,FRA,2664,11,1981
27-04-09,63,Sargissian_Gabriel,g,ARM,2660,23,1983
27-04-09,64,Sutovsky_Emil,g,ISR,2660,0,1977
27-04-09,65,Guseinov_Gadir,g,AZE,2659,20,1986
27-04-09,66,Milov_Vadim,g,SUI,2659,18,1972
27-04-09,67,Kurnosov_Igor,g,RUS,2658,38,1985
27-04-09,68,Areshchenko_Alexander,g,UKR,2657,39,1986
27-04-09,69,Tkachiev_Vladislav,g,FRA,2657,0,1973
27-04-09,70,Fedorchuk_SergeyA.,g,UKR,2656,25,1981
27-04-09,71,Pashikian_Arman,g,ARM,2655,43,1987
27-04-09,72,Savchenko_Boris,g,RUS,2655,29,1986
27-04-09,73,Nyback_Tomi,g,FIN,2655,13,1985
27-04-09,74,Navara_David,g,CZE,2654,24,1985
27-04-09,75,Grachev_Boris,g,RUS,2652,29,1986
27-04-09,76,Predojevic_Borki,g,BIH,2652,20,1987
27-04-09,77,Lastin_Alexander,g,RUS,2650,9,1976
27-04-09,78,Caruana_Fabiano,g,ITA,2649,31,1992
27-04-09,79,Amonatov_Farrukh,g,TJK,2648,18,1978
27-04-09,80,Postny_Evgeny,g,ISR,2648,11,1981
27-04-09,81,Delchev_Aleksander,g,BUL,2648,7,1971
27-04-09,82,Avrukh_Boris,g,ISR,2647,10,1978
27-04-09,83,Fridman_Daniel,g,GER,2646,9,1976
27-04-09,84,Kobalia_Mikhail,g,RUS,2645,26,1978
27-04-09,85,Mamedov_Rauf,g,AZE,2645,20,1988
27-04-09,86,Karpov_Anatoly,g,RUS,2644,0,1951
27-04-09,87,Li_Chaob,g,CHN,2643,46,1989
27-04-09,88,Meier_Georg,g,GER,2641,37,1987
27-04-09,89,So_Wesley,g,PHI,2641,29,1993
27-04-09,90,Smirin_Ilia,g,ISR,2641,9,1968
27-04-09,91,Beliavsky_AlexanderG,g,SLO,2640,21,1953
27-04-09,92,Berkes_Ferenc,g,HUN,2638,21,1985
27-04-09,93,Zhang_Pengxiang,g,CHN,2638,6,1980
27-04-09,94,Georgiev_Kiril,g,BUL,2637,11,1965
27-04-09,95,Socko_Bartosz,g,POL,2637,10,1978
27-04-09,96,Bareev_Evgeny,g,RUS,2636,9,1966
27-04-09,97,Zhou_Jianchao,g,CHN,2635,35,1988
27-04-09,98,Riazantsev_Alexander,g,RUS,2635,28,1985
27-04-09,99,Zvjaginsev_Vadim,g,RUS,2635,22,1976
27-04-09,100,Roiz_Michael,g,ISR,2635,17,1983
27-07-09,1,Topalov_Veselin,g,BUL,2813,10,1975
27-07-09,2,Anand_Viswanathan,g,IND,2788,2,1969
27-07-09,3,Carlsen_Magnus,g,NOR,2772,12,1990
27-07-09,4,Aronian_Levon,g,ARM,2768,13,1982
27-07-09,5,Jakovenko_Dmitry,g,RUS,2760,15,1983
27-07-09,6,Kramnik_Vladimir,g,RUS,2759,0,1975
27-07-09,7,Leko_Peter,g,HUN,2756,13,1979
27-07-09,8,Radjabov_Teimour,g,AZE,2756,0,1987
27-07-09,9,Gelfand_Boris,g,ISR,2755,27,1968
27-07-09,10,Morozevich_Alexander,g,RUS,2751,0,1977
27-07-09,11,Gashimov_Vugar,g,AZE,2740,9,1986
27-07-09,12,Svidler_Peter,g,RUS,2739,36,1976
27-07-09,13,Wang_Yue,g,CHN,2736,10,1987
27-07-09,14,Grischuk_Alexander,g,RUS,2733,20,1983
27-07-09,15,Shirov_Alexei,g,ESP,2732,38,1972
27-07-09,16,Ponomariov_Ruslan,g,UKR,2727,3,1983
27-07-09,17,Bacrot_Etienne,g,FRA,2721,32,1983
27-07-09,18,Kamsky_Gata,g,USA,2717,22,1974
27-07-09,19,Mamedyarov_Shakhriyar,g,AZE,2717,17,1985
27-07-09,20,Karjakin_Sergey,g,UKR,2717,13,1990
27-07-09,21,Eljanov_Pavel,g,UKR,2716,44,1983
27-07-09,22,Movsesian_Sergei,g,SVK,2716,31,1978
27-07-09,23,DominguezPerez_Leinier,g,CUB,2716,10,1983
27-07-09,24,Alekseev_Evgeny,g,RUS,2714,20,1985
27-07-09,25,Akopian_Vladimir,g,ARM,2712,13,1971
27-07-09,26,Nakamura_Hikaru,g,USA,2710,35,1987
27-07-09,27,Motylev_Alexander,g,RUS,2710,16,1979
27-07-09,28,Malakhov_Vladimir,g,RUS,2707,7,1980
27-07-09,29,Vachier-Lagrave_Maxime,g,FRA,2703,31,1990
27-07-09,30,Ivanchuk_Vassily,g,UKR,2703,30,1969
27-07-09,31,Rublevsky_Sergei,g,RUS,2703,16,1974
27-07-09,32,Bu_Xiangzhi,g,CHN,2702,11,1985
27-07-09,33,Ni_Hua,g,CHN,2701,17,1983
27-07-09,34,Onischuk_Alexander,g,USA,2699,34,1975
27-07-09,35,Adams_Michael,g,ENG,2699,7,1971
27-07-09,36,Naiditsch_Arkadij,g,GER,2697,41,1985
27-07-09,37,Miroshnichenko_Evgenij,g,UKR,2696,29,1978
27-07-09,38,VallejoPons_Francisco,g,ESP,2693,7,1982
27-07-09,39,Wang_Hao,g,CHN,2690,38,1989
27-07-09,40,Bologan_Viktor,g,MDA,2689,12,1971
27-07-09,41,Tomashevsky_Evgeny,g,RUS,2689,6,1987
27-07-09,42,Navara_David,g,CZE,2687,19,1985
27-07-09,43,Polgar_Judit,g,HUN,2687,1,1976
27-07-09,44,Short_NigelD,g,ENG,2684,14,1965
27-07-09,45,Jobava_Baadur,g,GEO,2684,2,1983
27-07-09,46,Almasi_Zoltan,g,HUN,2684,1,1976
27-07-09,47,Moiseenko_Alexander,g,UKR,2682,9,1980
27-07-09,48,Timofeev_Artyom,g,RUS,2681,7,1985
27-07-09,49,Vitiugov_Nikita,g,RUS,2681,6,1987
27-07-09,50,Nielsen_PeterHeine,g,DEN,2680,17,1973
27-07-09,51,Harikrishna_P.,g,IND,2679,24,1986
27-07-09,52,Volokitin_Andrei,g,UKR,2678,14,1986
27-07-09,53,Cheparinov_Ivan,g,BUL,2678,0,1986
27-07-09,54,Sutovsky_Emil,g,ISR,2675,27,1977
27-07-09,55,Inarkiev_Ernesto,g,RUS,2675,15,1985
27-07-09,56,Nisipeanu_Liviu-Dieter,g,ROU,2675,10,1976
27-07-09,57,Tiviakov_Sergei,g,NED,2674,34,1973
27-07-09,58,Kasimdzhanov_Rustam,g,UZB,2672,29,1979
27-07-09,59,Caruana_Fabiano,g,ITA,2670,25,1992
27-07-09,60,Grachev_Boris,g,RUS,2669,19,1986
27-07-09,61,Sasikiran_Krishnan,g,IND,2669,18,1981
27-07-09,62,Kurnosov_Igor,g,RUS,2669,13,1985
27-07-09,63,Fressinet_Laurent,g,FRA,2667,28,1981
27-07-09,64,Sargissian_Gabriel,g,ARM,2667,18,1983
27-07-09,65,Fridman_Daniel,g,GER,2665,23,1976
27-07-09,66,Guseinov_Gadir,g,AZE,2664,9,1986
27-07-09,67,Najer_Evgeniy,g,RUS,2663,26,1977
27-07-09,68,Beliavsky_AlexanderG,g,SLO,2662,23,1953
27-07-09,69,Dreev_Alexey,g,RUS,2660,15,1969
27-07-09,70,Milov_Vadim,g,SUI,2659,2,1972
27-07-09,71,Roiz_Michael,g,ISR,2658,31,1983
27-07-09,72,Meier_Georg,g,GER,2658,21,1987
27-07-09,73,Socko_Bartosz,g,POL,2656,30,1978
27-07-09,74,Fedorchuk_SergeyA.,g,UKR,2655,41,1981
27-07-09,75,Landa_Konstantin,g,RUS,2655,33,1972
27-07-09,76,VanWely_Loek,g,NED,2655,33,1972
27-07-09,77,Sokolov_Ivan,g,BIH,2655,32,1968
27-07-09,78,Efimenko_Zahar,g,UKR,2654,30,1985
27-07-09,79,Tregubov_PavelV.,g,RUS,2652,30,1971
27-07-09,80,Areshchenko_Alexander,g,UKR,2651,40,1986
27-07-09,81,Tkachiev_Vladislav,g,FRA,2650,17,1973
27-07-09,82,Smirin_Ilia,g,ISR,2650,15,1968
27-07-09,83,Savchenko_Boris,g,RUS,2650,12,1986
27-07-09,84,Pashikian_Arman,g,ARM,2650,2,1987
27-07-09,85,Shulman_Yuri,g,USA,2648,34,1975
27-07-09,86,Andreikin_Dmitry,g,RUS,2648,20,1990
27-07-09,87,Lastin_Alexander,g,RUS,2648,16,1976
27-07-09,88,Postny_Evgeny,g,ISR,2647,33,1981
27-07-09,89,GrandaZuniga_JulioE,g,PER,2647,26,1967
27-07-09,90,Berkes_Ferenc,g,HUN,2647,20,1985
27-07-09,91,Riazantsev_Alexander,g,RUS,2647,16,1985
27-07-09,92,So_Wesley,g,PHI,2646,22,1993
27-07-09,93,Seirawan_Yasser,g,USA,2646,4,1960
27-07-09,94,Georgiev_Kiril,g,BUL,2645,18,1965
27-07-09,95,Kobalia_Mikhail,g,RUS,2645,0,1978
27-07-09,96,Mamedov_Rauf,g,AZE,2645,0,1988
27-07-09,97,Predojevic_Borki,g,BIH,2644,30,1987
27-07-09,98,Karpov_Anatoly,g,RUS,2644,0,1951
27-07-09,99,Amonatov_Farrukh,g,TJK,2641,24,1978
27-07-09,100,Avrukh_Boris,g,ISR,2641,13,1978
27-09-09,1,Topalov_Veselin,g,BUL,2813,0,1975
27-09-09,2,Anand_Viswanathan,g,IND,2788,0,1969
27-09-09,3,Aronian_Levon,g,ARM,2773,13,1982
27-09-09,4,Carlsen_Magnus,g,NOR,2772,10,1990
27-09-09,5,Kramnik_Vladimir,g,RUS,2772,10,1975
27-09-09,6,Leko_Peter,g,HUN,2762,23,1979
27-09-09,7,Radjabov_Teimour,g,AZE,2757,10,1987
27-09-09,8,Ivanchuk_Vassily,g,UKR,2756,42,1969
27-09-09,9,Gelfand_Boris,g,ISR,2756,33,1968
27-09-09,10,Morozevich_Alexander,g,RUS,2750,18,1977
27-09-09,11,Jakovenko_Dmitry,g,RUS,2742,24,1983
27-09-09,12,Svidler_Peter,g,RUS,2741,9,1976
27-09-09,13,Ponomariov_Ruslan,g,UKR,2741,9,1983
27-09-09,14,Gashimov_Vugar,g,AZE,2740,0,1986
27-09-09,15,Wang_Yue,g,CHN,2736,0,1987
27-09-09,16,Nakamura_Hikaru,g,USA,2735,17,1987
27-09-09,17,Grischuk_Alexander,g,RUS,2733,0,1983
27-09-09,18,Shirov_Alexei,g,ESP,2730,18,1972
27-09-09,19,Alekseev_Evgeny,g,RUS,2725,23,1985
27-09-09,20,Karjakin_Sergey,g,UKR,2722,13,1990
27-09-09,21,Mamedyarov_Shakhriyar,g,AZE,2721,2,1985
27-09-09,22,DominguezPerez_Leinier,g,CUB,2719,13,1983
27-09-09,23,Vachier-Lagrave_Maxime,g,FRA,2718,31,1990
27-09-09,24,Eljanov_Pavel,g,UKR,2717,13,1983
27-09-09,25,Malakhov_Vladimir,g,RUS,2715,10,1980
27-09-09,26,Movsesian_Sergei,g,SVK,2711,9,1978
27-09-09,27,Motylev_Alexander,g,RUS,2710,0,1979
27-09-09,28,Bacrot_Etienne,g,FRA,2709,23,1983
27-09-09,29,Short_NigelD,g,ENG,2706,10,1965
27-09-09,30,Rublevsky_Sergei,g,RUS,2703,0,1974
27-09-09,31,Kasimdzhanov_Rustam,g,UZB,2702,30,1979
27-09-09,32,Bu_Xiangzhi,g,CHN,2702,0,1985
27-09-09,33,Onischuk_Alexander,g,USA,2699,0,1975
27-09-09,34,Akopian_Vladimir,g,ARM,2698,13,1971
27-09-09,35,Jobava_Baadur,g,GEO,2696,9,1983
27-09-09,36,VallejoPons_Francisco,g,ESP,2696,9,1982
27-09-09,37,Moiseenko_Alexander,g,UKR,2694,20,1980
27-09-09,38,Kamsky_Gata,g,USA,2692,32,1974
27-09-09,39,Navara_David,g,CZE,2692,9,1985
27-09-09,40,Ni_Hua,g,CHN,2692,8,1983
27-09-09,41,Miroshnichenko_Evgenij,g,UKR,2690,28,1978
27-09-09,42,Wang_Hao,g,CHN,2690,0,1989
27-09-09,43,Bologan_Viktor,g,MDA,2688,8,1971
27-09-09,44,Tomashevsky_Evgeny,g,RUS,2688,7,1987
27-09-09,45,Nielsen_PeterHeine,g,DEN,2687,10,1973
27-09-09,46,Polgar_Judit,g,HUN,2687,0,1976
27-09-09,47,Naiditsch_Arkadij,g,GER,2685,10,1985
27-09-09,48,Almasi_Zoltan,g,HUN,2685,9,1976
27-09-09,49,Grachev_Boris,g,RUS,2684,11,1986
27-09-09,50,Adams_Michael,g,ENG,2682,25,1971
27-09-09,51,Najer_Evgeniy,g,RUS,2681,17,1977
27-09-09,52,Volokitin_Andrei,g,UKR,2681,2,1986
27-09-09,53,Vitiugov_Nikita,g,RUS,2681,0,1987
27-09-09,54,Sargissian_Gabriel,g,ARM,2678,10,1983
27-09-09,55,Sutovsky_Emil,g,ISR,2676,9,1977
27-09-09,56,Harikrishna_P.,g,IND,2673,8,1986
27-09-09,57,Tiviakov_Sergei,g,NED,2670,45,1973
27-09-09,58,Tkachiev_Vladislav,g,FRA,2669,11,1973
27-09-09,59,Kurnosov_Igor,g,RUS,2669,0,1985
27-09-09,60,Avrukh_Boris,g,ISR,2668,19,1978
27-09-09,61,Timofeev_Artyom,g,RUS,2668,10,1985
27-09-09,62,Cheparinov_Ivan,g,BUL,2667,20,1986
27-09-09,63,Areshchenko_Alexander,g,UKR,2667,9,1986
27-09-09,64,Guseinov_Gadir,g,AZE,2667,2,1986
27-09-09,65,Meier_Georg,g,GER,2664,18,1987
27-09-09,66,Inarkiev_Ernesto,g,RUS,2664,13,1985
27-09-09,67,Nisipeanu_Liviu-Dieter,g,ROU,2664,11,1976
27-09-09,68,Georgiev_Kiril,g,BUL,2663,26,1965
27-09-09,69,Berkes_Ferenc,g,HUN,2663,18,1985
27-09-09,70,Pashikian_Arman,g,ARM,2663,18,1987
27-09-09,71,Caruana_Fabiano,g,ITA,2662,17,1992
27-09-09,72,Fridman_Daniel,g,GER,2661,26,1976
27-09-09,73,Sasikiran_Krishnan,g,IND,2661,9,1981
27-09-09,74,Dreev_Alexey,g,RUS,2659,19,1969
27-09-09,75,Andreikin_Dmitry,g,RUS,2659,9,1990
27-09-09,76,Milov_Vadim,g,SUI,2659,0,1972
27-09-09,77,Fressinet_Laurent,g,FRA,2658,23,1981
27-09-09,78,Roiz_Michael,g,ISR,2658,20,1983
27-09-09,79,Sokolov_Ivan,g,BIH,2657,10,1968
27-09-09,80,Beliavsky_AlexanderG,g,SLO,2656,9,1953
27-09-09,81,Landa_Konstantin,g,RUS,2655,0,1972
27-09-09,82,Predojevic_Borki,g,BIH,2654,18,1987
27-09-09,83,Efimenko_Zahar,g,UKR,2654,0,1985
27-09-09,84,Postny_Evgeny,g,ISR,2651,33,1981
27-09-09,85,Krasenkow_Michal,g,POL,2651,27,1963
27-09-09,86,VanWely_Loek,g,NED,2650,19,1972
27-09-09,87,Tregubov_PavelV.,g,RUS,2649,9,1971
27-09-09,88,Smirin_Ilia,g,ISR,2648,17,1968
27-09-09,89,Kobalia_Mikhail,g,RUS,2648,9,1978
27-09-09,90,Lastin_Alexander,g,RUS,2648,0,1976
27-09-09,91,Zhigalko_Sergei,g,BLR,2646,32,1989
27-09-09,92,Baklan_Vladimir,g,UKR,2646,18,1978
